"order_id","place_name_NL","place_name_FR","d","police_uqarter","canton_of_small_claims_court"
939,"Minnemeerschbrug","pont du pré-d'amour","tusschen de minnemeerschplaats en de huidevetterkaai.",,
940,"Muidebrugsken","pont du sas","tusschen de slijpstraat en de s. salvatorstraat.",,
941,"Muink- of monnikbrug","pont des moines","tusschen de muinkkbrugstraat en de muinkkaai.",,
942,"Nieuwbrug","pont neuf","tusschen de s. jacobsnieuwstraat en de keizerkarelstraat.",,
943,"Nieuwenboschbrug","pont du nouveau bois","in de tweebruggenstraat.",,
944,"Nieuwe sluisbrug","pont de la nouv. écluse","op de sasschekaai.",,
945,"Nieuwe vaartbrug","pont du canal de raccordement","aan de palingshuizen; over de verbindingsvaart.",,
946,"Nieuwe wandelingbrug","pont de la nouvelle promenade","tusschen de contributiestraat en de nieuwe wandeling.",,
947,"Oliebrugsken","pont de l'huile","in het oliestraatje.",,
948,"Onthoofdbrug","pont de l'exécution","tusschen de hoogezonne straat en de burgstraat.",,
949,"Oordeelbrug","pont du jugement","tusschen de recollettenlei en de lindenlei.",,
950,"Ottergembrug","pont d'Ottergem","nieuwe brug op de Schelde aan den ijzeren weg, bij s. lievenspoort.",,
951,"Oude brugschepoortbrug","pont de l’ancienne porte de Bruges","tusschen de driegatenbrug aan de phoenixstraat en leikaai.",,
952,"Oude scheldebrug of s. lievensvestbrug","pont du rempart s. Liévin","tusschen s. lievenstraat en Ledeberg.",,
953,"Palingshuizenbrug","pont des maisons aux anguilles","van palingshuizen tot de groendreef.",,
954,"Pasbrug","pont de la passe","tusschen de roodetorenstraat en de visscherij.",,
955,"Plattesteegerbrug","pont de l'escallier","tusschen de s. salvatorstraat en het groot meerhem.",,
956,"Predikheerenbrug","pont des dominicains","tusschen de hoornstraat en de predikheerenstraat.",,
957,"Rabotbrug","pont du rabot","tusschen den begijnhofboulev. en den boulevard van plaisance.",,
958,"Rakenbrug","pont du râteau","tusschen het kortschipgracht en de chartreuzenstraat.",,
959,"Rasphuisbrug","pont de la maison de force","tusschen den rechter en linkeroever der coupure, aan de rasphuisstraat.",,
960,"Recollettenbrug","pont des récollets","tusschen het recollettenplein en kort onderbergen.",,
961,"Roodentorenbrug","pont de la tour rouge","tusschen de visscherij en de roodentorenkaai.",,
962,"Rozemarijnbrug","pont du romarin","tusschen den rechter¬ en linkeroever der coupure, aan de twaalfkamerstraat.",,
963,"Sasschepoortbrug","pont de la porte du sas","tusschen de voormuide en den meulesteedschen steenweg.",,
964,"S. Gillisbrug","pont s. Gilles","tusschen de s. gillisstraat en de chartreuzenstraat.",,
965,"S. Jansbrug","pont s. Jean","tusschen de oude schaapmarkt en de s. jansdreef.",,
966,"S. Jorisbrug","pont s. Georges","tusschen het steendam en de roodentorenkaai.",,
967,"S. Michielsbrug","pont s. Michel","tusschen de sterrestraat en de koornlei, aan s. Michielskerk.",,
968,"Slachthuisbrug","pont de l’abattoir","tusschen de visscherij en de slachthuislaan.",,
969,"Sleutelkensbrug","pont des petites clefs","tusschen de lange steenstraat en de korte steenstraat.",,
970,"Sluizekensbrug","pont des écluses","tusschen de oudburg en het sluizeken.",,
971,"Stukbrug","pont de la pièce","tusschen de apostelstraat en het stuksken.",,
972,"Terplatenbrug","pont de Terplaten","tusschen s. Lievensvest en boulevard der citadel.",,
973,"Tichelrijbrug","pont des tuileries","op de tichelrij.",,
974,"Tolhuisbrug","pont du péage","tusschen de plezantevest en de nijverheidsplaats.",,
975,"Torenbrug","pont de la tour ou de Thourout","tusschen den poel en de hoogstraat.",,
976,"Van Eyckbrug","pont Van Eyck","tusschen de visscherij en de van Eyckplaats.",,
977,"Verbindingsbrug nr 1","pont de raccordement n° 1","de 1ste ten einde der Vanderbruggensteeg",,
977,"Verbindingsbrug nr 2","pont de raccordement n° 2","de 2de van de visscherij tot kasteelboulevard",,
977,"Verbindingsbrug nr 3","pont de raccordement n° 3","en de 3de van den kasteelboulevard naar de kasteelkaai.",,
978,"Verlorenbroodbrug","pont du pain perdu","tusschen de verlorenbroodstraat en de coupure, linker oever.",,
979,"Visscherijkombrug","pont du bassin de la pêcherie","tusschen de visscherij en boulevard Lousbergs aan het keizers-sas.",,
980,"Vleeschhuisbrug","pont de la boucherie","tusschen de groenselmarkt en de kleine vischmarkt.",,
981,"Vijfwindgatbrug","pont des cinq vannes","tusschen de lange violettenstraat en de brusselsche¬ en s. lievenstraat.",,
982,"Walpoortbrug","pont madou","tusschen de kortedagsteeg en de walpoortbrugstraat.",,
983,"Willembrug","pont Guillaume","tusschen de visscherij en de keizerstraat.",,
984,"Wondelgembrug","pont de Wondelgem","brug op de nieuwe vaart ten einde der wondelgemstraat.",,
985,"Wijngaardbrug","pont de la vigne","tusschen het s. baafsplein en den reep.",,
986,"Zaatbrug","pont du chantier","tusschen het groot meerhem en het klein meerhem.",,
987,"Zottepoortbrug","pont aux folles","tusschen de korte violettenstraat en de annonciadenstraat.",,
988,"Zuivelbrug","pont du laitage","tusschen de tuivelsteeg en de zuivelbrugstraat.",,
