WKT,Name,description,tessellate,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"MULTILINESTRING ((3.67659449197 51.0692797554,3.67643573451 51.069209607,3.67604173792 51.0690311037,3.67548186651 51.0687815096,3.67516487081 51.0689917917,3.67488796782 51.0691924224,3.67483744567 51.0692316778),(3.67633333825 51.0695730731,3.67645774503 51.0694578412,3.67659449197 51.0692797554),(3.68060773886 51.0704227184,3.68019919675 51.0707822841),(3.68019919675 51.0707822841,3.67994405095 51.0706684285,3.67950325214 51.0704689879,3.67918707839 51.070333199,3.6790835808 51.0702885477,3.67891909657 51.0702192689,3.67829211832 51.0699710913,3.67823961179 51.0699519065,3.67794726047 51.0698459199,3.67739816256 51.0696386465,3.6772989059 51.0695967141,3.67713588234 51.0695256404,3.67673341194 51.0693407992,3.67659449197 51.0692797554),(3.6811462124 51.0711968205,3.68046429767 51.0708988918,3.68019919675 51.0707822841))",90300588,,1,90300588,90300588,71211,9030,9030,Oranjerielaan
"LINESTRING (3.70882149261 51.0254361997,3.70857182833 51.0257096603,3.7082809781 51.0260523151,3.70802858115 51.0263431003,3.70785220952 51.0265453882,3.70782881649 51.0265599721,3.70771599348 51.0265911073)",90009435,,1,90009435,90009435,70722,9000,9000,Koersenstraat
"MULTILINESTRING ((3.67284676553 51.081497235,3.67130745647 51.0826248119),(3.67294009599 51.0815496283,3.67284676553 51.081497235),(3.67294009599 51.0815496283,3.67343745544 51.0811981023,3.67351884999 51.0810708647,3.6733227801 51.0811411837,3.67284676553 51.081497235),(3.67294009599 51.0815496283,3.67243635761 51.0819227114,3.67141053366 51.0826801954),(3.67141053366 51.0826801954,3.67130745647 51.0826248119),(3.67141053366 51.0826801954,3.67063473331 51.0832479612),(3.67063473331 51.0832479612,3.67053316619 51.0831929011,3.67130745647 51.0826248119),(3.67063473331 51.0832479612,3.6709796765 51.0838704086,3.67098658454 51.0838828707))",90300595,,1,90300595,90300595,71351,9030,9030,Polderkenslaan
"LINESTRING (3.74233367608 51.0579377776,3.74216334472 51.0580887911,3.74210706527 51.0581370339,3.74205653324 51.0581826122,3.74201180073 51.0582210266,3.7419612687 51.058266602,3.74190641757 51.0583148554,3.74184579117 51.058368468,3.74178400415 51.0584022993,3.74173370747 51.0584713473,3.74162985504 51.0585585165,3.74137399598 51.0587686773,3.7413609776 51.058782093,3.74134365718 51.05879728,3.74132917813 51.0588133849,3.74131469999 51.0588294876,3.74129879262 51.058845583,3.74128572483 51.058862593,3.74127124488 51.0588786985,3.74125662211 51.0589055875,3.74124471943 51.0589423792,3.74124278446 51.0589801233,3.74128135452 51.0591888803,3.74130545453 51.0593067672,3.74132803638 51.0594309401,3.7413521238 51.0595497269,3.74136408307 51.0596154093,3.74138681135 51.0597287953,3.74140553134 51.0598223833,3.74142953073 51.0599474604,3.74144823905 51.0600419485,3.74147759509 51.0601931223,3.74150032247 51.0603065091,3.74151755485 51.0604045844,3.7415256343 51.0604405822,3.74153520675 51.0604711977,3.74154758822 51.0605054227,3.74156562729 51.0605432739,3.74158636939 51.0605919263,3.74160298374 51.0606297668,3.74161682588 51.0606613047,3.74162927832 51.0606901343,3.74165737134 51.0607226461,3.74171523811 51.0607688006,3.74194974601 51.0609399425)",90007434,,1,90007434,90007434,70727,9000,9000,Kogelstraat
"LINESTRING (3.67476261062 51.0703342224,3.6746622131 51.0704657727,3.6741170543 51.0711475487)",90300597,,1,90300597,90300597,71413,9030,9030,Regenboog
"LINESTRING (3.70040831363 51.0570864938,3.7001702475 51.0572766176,3.70015728211 51.0572855325,3.7001472111 51.057291766,3.70012996345 51.0573006567,3.6994508317 51.0576123306)",90006436,,1,90006436,90006436,70729,9000,9000,Kokerstraat
"LINESTRING (3.67427200561 51.0729809945,3.67423125623 51.0729712449,3.6741844549 51.0729520918,3.67411767953 51.0729328202,3.67405212947 51.072927042,3.67313725823 51.0729441242,3.67229518736 51.0729589306,3.67200122537 51.0729607932,3.67156165814 51.0729671855,3.67128485576 51.0729664489,3.67083140417 51.0729466879,3.670413613 51.0729280332,3.67022688649 51.0729152408,3.67015853548 51.0729058474,3.66982816207 51.0728616421,3.66961456784 51.0728325097,3.66900935128 51.0727525104)",90300601,,1,90300601,90300601,71435,9030,9030,Rijakker
"LINESTRING (3.71421361662 51.0557843003,3.71475860654 51.0557906836,3.71508230906 51.0557960743,3.71514363974 51.0557964142,3.71519355553 51.0557966909,3.71572114418 51.0558077015,3.71601345867 51.0558138155,3.71610900438 51.0558152441,3.71619961655 51.0557999201)",90002435,,1,90002435,90002435,70736,9000,9000,Komijnstraat
"MULTILINESTRING ((3.66278441443 51.0856878319,3.66234675612 51.0858434221,3.66208089343 51.0859640845,3.66116656388 51.0863999764,3.6606505051 51.0866422872,3.66055410868 51.0866929486,3.66050319397 51.0867564674,3.66048235845 51.0868129745,3.6604732657 51.0868479779,3.66048112147 51.0868947682,3.6605060587 51.0869443606,3.66058637707 51.0870131589,3.66063417553 51.0870461082,3.66070576497 51.087080103,3.66078998921 51.0871075912,3.66088569842 51.0871270319,3.66117051916 51.0871658133,3.66135029181 51.0871729885,3.6614707487 51.0871646831),(3.6614707487 51.0871646831,3.66148064993 51.0871858182,3.6614845064 51.0871911082,3.6615022086 51.0872086309,3.66150992064 51.0872142639,3.66153272168 51.0872269226,3.66154716838 51.0872327402,3.66156996224 51.0872393607,3.66159274531 51.0872434009,3.66161112574 51.0872450062,3.66163219123 51.0872451348,3.66165319923 51.087243446,3.66167628324 51.0872393771,3.66169303862 51.087234797,3.66171734972 51.0872251661,3.66172769382 51.0872197006,3.66175381324 51.0872000591),(3.66175381324 51.0872000591,3.66175459118 51.0871992782,3.66176657021 51.0871844386,3.66177174541 51.0871750436,3.66177677508 51.0871595076,3.66177787641 51.0871487838,3.66177633131 51.087134079,3.66177253952 51.0871224591,3.66176358781 51.0871069418,3.66175612011 51.0870980202,3.66174643358 51.0870889642,3.6617298408 51.0870772772,3.66171957575 51.0870716424,3.66169563834 51.0870617615,3.66168681329 51.0870590361,3.66165607743 51.0870526368,3.66164665411 51.087051537,3.66161407221 51.0870505766,3.66160057053 51.0870514524,3.66157272635 51.0870557306,3.66156285926 51.0870581113,3.66153512737 51.0870677134,3.66152750336 51.087071257,3.66150406272 51.0870856413,3.66150308536 51.0870863906,3.66148570206 51.0871031138,3.66148182313 51.0871081916,3.66147306186 51.0871241784,3.66147007227 51.0871336688,3.66146848225 51.0871452221,3.66146967162 51.087160209,3.6614707487 51.0871646831),(3.66175381324 51.0872000591,3.66195200135 51.0872956737,3.66210032039 51.0873493216,3.66255932088 51.0874952743,3.66273537091 51.0875415516,3.66309777195 51.0876225675,3.66361983327 51.087738165,3.66392443312 51.0878066575,3.6640565205 51.0878381735,3.66447950573 51.0879311438,3.66460519351 51.0879597234,3.66472816389 51.0879853869,3.66486303335 51.0880157607,3.66499055999 51.0880443509,3.66509880698 51.0880699264,3.66527407009 51.0881074983,3.66541443724 51.0881396427,3.6659530608 51.0882564871,3.66641723378 51.0883659287,3.66699163095 51.088491678,3.66724306041 51.0885459328,3.66757254 51.0886134062,3.66792023652 51.0886937415,3.66885060819 51.0889016039,3.66918453983 51.0889795321,3.66978460455 51.0891135369,3.6705544877 51.089281012,3.67088661732 51.0893566082,3.67175824905 51.0895542425,3.67184626328 51.0895785334,3.67190297303 51.089603221,3.67205202599 51.0896707741,3.6721115313 51.0896931556,3.67236563954 51.0897537927,3.67266291812 51.0898210606,3.67276200588 51.0898436784,3.67290147832 51.0898746474,3.67310516502 51.0899210719,3.67328318595 51.0899598058,3.67337219103 51.0899794625,3.67348641541 51.090048952,3.67362842559 51.0900830118,3.67398262681 51.0901610481,3.67444416773 51.0902640671,3.67530668245 51.0904575629,3.67538091294 51.0904806093,3.67546328935 51.0905129817,3.67553184698 51.0905458523,3.67565546953 51.0905906409,3.67575898869 51.0906218831,3.67586783845 51.0906529187,3.67699606765 51.0909114049,3.67879512906 51.0913180893,3.6809819294 51.0918045842,3.68178855185 51.0919908642,3.68221394815 51.0920868271,3.68304187414 51.0922813128,3.68359663953 51.0924139765))",90300645,,1,90300645,90300645,71444,9030,9030,Ringvaartweg-Mariakerke
"LINESTRING (3.73751875557 51.0647259401,3.73778261053 51.0647753,3.73790960626 51.0644936147,3.73692092136 51.0643134696)",90008736,,1,90008736,90008736,198317,9000,9000,Kompasplein
"LINESTRING (3.66680188879 51.0677152865,3.66678864493 51.0679327487,3.66675754166 51.0680089697,3.6666365332 51.0681817451,3.66654767724 51.0683034713,3.66634797457 51.0685863431,3.66620448577 51.0687356098,3.66596141782 51.0689606918)",90300602,,1,90300602,90300602,71451,9030,9030,Rodeberg
"LINESTRING (3.73086891649 51.0472923699,3.7316400438 51.0459944947,3.73184214318 51.0456552201,3.73263146318 51.044378565,3.73292186965 51.0438893188,3.73302788522 51.0436933888)",90004440,,1,90004440,90004440,70739,9000,9000,Koning Albertpark
"MULTILINESTRING ((3.68339806783 51.0769243935,3.6838139366 51.0775650449,3.68390596631 51.0777121047,3.68396179481 51.077797825,3.68404974347 51.0779313762,3.68466109104 51.0788680063,3.68379183176 51.0790760082,3.68333930184 51.0791839484),(3.6826217222 51.078389623,3.68242262589 51.0783426181,3.68239783868 51.078281348,3.68252528087 51.0782515248,3.68267879128 51.0781957855,3.68270254812 51.0782300825,3.68271092491 51.0782427166,3.6826217222 51.078389623),(3.6826217222 51.078389623,3.68272980301 51.0785125065,3.68286980724 51.078696697,3.68306086812 51.0789027639,3.68333930184 51.0791839484),(3.68280786032 51.0793210912,3.68333930184 51.0791839484),(3.68236680548 51.0794245983,3.68280786032 51.0793210912),(3.68281205994 51.0795215766,3.68280786032 51.0793210912))",90300609,,1,90300609,90300609,71569,9030,9030,Sierheesterlaan
"MULTILINESTRING ((3.71981650427 51.0408934657,3.71959583582 51.0406474405,3.71929216213 51.0402723674,3.71921130837 51.0401825226,3.71894128917 51.0398629224,3.71863439592 51.039505856,3.71821828909 51.0390164087,3.71788016861 51.0386366862,3.71777260434 51.0385009807,3.71765055743 51.0383469954,3.71730950664 51.0379726313,3.71723862238 51.0378778671,3.71690186554 51.0374764165,3.71646454949 51.0369620519,3.71642982241 51.0369284654),(3.71981650427 51.0408934657,3.71995971908 51.0410629058,3.7201157852 51.0412513314,3.72018023483 51.0412846516),(3.7204581089 51.0411379782,3.72026070591 51.041072522,3.72005789686 51.041004336,3.7199718688 51.0409687072,3.71981650427 51.0408934657))",90005439,,1,90005439,90005439,70741,9000,9000,Koning Leopold II-laan
"LINESTRING (3.66780779709 51.0781843236,3.66837209989 51.077796444)",90300670,,1,90300670,90300670,217507,9030,9030,Siriusstraat
"LINESTRING (3.70867108588 51.0371331186,3.70872258091 51.037197751,3.70877387022 51.0373066492)",90009439,,1,90009439,90009439,70746,9000,9000,Koningin Maria Hendrikaplein
"MULTILINESTRING ((3.68216697435 51.0701833815,3.68277904685 51.070476396,3.6835044077 51.0708284952,3.68390973025 51.0710160303,3.68401028856 51.0710669532,3.68451127271 51.0711525594,3.68499508735 51.0712416617,3.68580481528 51.071387484,3.68609479325 51.0714421923,3.68638386482 51.0715014027,3.68704307912 51.0716161244),(3.68721471842 51.0712366826,3.68727777746 51.0710972744),(3.68779263249 51.0713384693,3.68721471842 51.0712366826),(3.68704307912 51.0716161244,3.68713043579 51.0714230087,3.68721471842 51.0712366826),(3.68704307912 51.0716161244,3.68807026761 51.0718023965,3.68835629299 51.0718552862,3.68838334935 51.0718590376,3.68845163568 51.0718729152,3.68848286472 51.0718838825,3.68850829512 51.071901109,3.68858864044 51.0719689916))",90300612,,1,90300612,90300612,71693,9030,9030,Spellewerkstraat
"LINESTRING (3.70525112953 51.0375346485,3.70530417594 51.0376260495,3.70532270998 51.0376434221,3.70534892731 51.0376595525,3.70537171578 51.0376846931,3.70555371535 51.0380154046)",90009873,,1,90009873,90009873,148757,9000,9000,Koningin Paolaplein
"LINESTRING (3.67712920427 51.0848414515,3.6774457032 51.0846101311,3.67745720343 51.0845940932,3.67754517275 51.0845257123)",,,1,,,187195,9030,9030,Stanislaw Maczekpad
"MULTILINESTRING ((3.71459537547 51.0567552263,3.71465136117 51.0567294676,3.71487330433 51.0567702513,3.7149074484 51.0567767338,3.7150895935 51.0568074083),(3.7150895935 51.0568074083,3.71509404915 51.0567948462,3.71510902496 51.0567436919,3.71512112527 51.0566943161,3.7151318251 51.0566431385,3.71514253302 51.0565910608,3.71514571665 51.0565677045,3.71515913119 51.0565340684,3.71516526129 51.0564956594,3.71517081917 51.0564583074,3.71517884652 51.0564043921,3.71518643279 51.0563420089,3.71519400559 51.056275821),(3.7150895935 51.0568074083,3.71514225454 51.0568157914,3.71519774797 51.056825087,3.71522764839 51.0568288486,3.715297337 51.0568436166,3.71541111312 51.056867621,3.71546941288 51.0568805279),(3.7150895935 51.0568074083,3.71508514055 51.0568199674,3.71506734493 51.0568684109,3.71504804193 51.0569231398,3.71503015827 51.056977876,3.71500948983 51.0570281007,3.71498287724 51.0570953727))",90002437,,1,90002437,90002437,70754,9000,9000,Koolsteeg
"MULTILINESTRING ((3.67670301295 51.0773833179,3.67708822312 51.0775407544,3.67711462551 51.0775515443,3.67714236818 51.0775644088,3.67716500483 51.0775783988,3.67718508846 51.0775934401,3.67721688613 51.0776176109,3.67726793199 51.0776557518,3.67734802219 51.0777135783),(3.67734802219 51.0777135783,3.67763070854 51.0775667426),(3.67734802219 51.0777135783,3.67548671382 51.0786697298,3.67529515168 51.0787890609,3.67435937306 51.079245605,3.6730296715 51.0798966828,3.67239266805 51.0802201334,3.67074761471 51.0810563014,3.66948201064 51.0817086196,3.66853134244 51.0821991885,3.66777205043 51.0825839139,3.66738950826 51.0827785061,3.66680198761 51.0830686966))",90300615,,1,90300615,90300615,71804,9030,9030,Trekweg
"MULTILINESTRING ((3.72119920823 51.0492388767,3.72119611982 51.0492559406,3.72117947943 51.0493250666,3.72116990069 51.0493987244,3.72116156792 51.0494858762,3.72115407058 51.0496152783,3.7211597614 51.0497195871,3.72115751202 51.049882281,3.72115764857 51.0499757697,3.72115942004 51.050053986,3.72115877955 51.0501003087,3.72115845076 51.050124098,3.72115743207 51.0501978031,3.72115715899 51.0502175795,3.72115561658 51.050305661),(3.72115561658 51.050305661,3.72119246008 51.050386318,3.72120799555 51.0504605688,3.72078762442 51.0504949604),(3.72078762442 51.0504949604,3.72092245076 51.0504604807,3.7209986243 51.0504317769,3.72107121177 51.050394896,3.72111791249 51.0503590406,3.72115561658 51.050305661),(3.72078762442 51.0504949604,3.72033276157 51.0505321699,3.72020255167 51.0505629156,3.72013672672 51.0505787337,3.72006233544 51.0505954046,3.7199676584 51.0506169817,3.71994403091 51.0506324192,3.71985544085 51.050654492))",90001444,,1,90001444,90001444,70755,9000,9000,Koophandelsplein
"LINESTRING (3.6738719894 51.0699703079,3.67375563062 51.0700235582,3.67343345703 51.0703893192,3.67312269205 51.0707551497,3.67278732849 51.0712394908,3.67257730058 51.0715465852)",90300617,,1,90300617,90300617,71815,9030,9030,Tussen Heerwegen
"LINESTRING (3.72825835209 51.0495268967,3.72838104219 51.0492763843,3.72830739471 51.049164467,3.72825937257 51.0491043358,3.72820924838 51.0490652677,3.7281439166 51.0490237222,3.72790840438 51.0489226551,3.72761048261 51.04880419,3.7274683341 51.0487611777,3.72707440668 51.0486710376)",90005440,,1,90005440,90005440,70765,9000,9000,Korianderstraat
"LINESTRING (3.68047423843 51.0796383045,3.68046042773 51.0796360414)",,,1,,,185778,9030,9030,Vaarnewijkpark
"LINESTRING (3.71621024631 51.0197129472,3.71624590134 51.0198361277,3.7162964208 51.0201808093,3.71637054169 51.0206889528)",90009451,,1,90009451,90009451,70766,9000,9000,Kornalijnstraat
"MULTILINESTRING ((3.68896786873 51.0699261207,3.68896022317 51.0700600175,3.68884628086 51.0705375878,3.68878533286 51.0708042192,3.6887593994 51.0709200315,3.68875196315 51.0709406638,3.68874449276 51.0709639947,3.6887342834 51.0709792149,3.68871830058 51.0709988983,3.6886938125 51.0710149397,3.68866220438 51.0710300391,3.68863354183 51.0710388628),(3.68863354183 51.0710388628,3.68871079425 51.0711229066,3.68882318158 51.0712440116,3.68888611575 51.0713315693,3.6891339825 51.0713590686),(3.68807026761 51.0718023965,3.68839760831 51.0711723415,3.68849800402 51.0710380816,3.68853216516 51.0710436714,3.68856636941 51.0710465632,3.68859779248 51.0710440496,3.68863354183 51.0710388628))",90300629,,1,90300629,90300629,71907,9030,9030,Vlasstraat
"LINESTRING (3.72920994825 51.0667792842,3.72870856525 51.0668251058)",90008435,,1,90008435,90008435,70772,9000,9000,Korte Sint-Salvatorstraat
"LINESTRING (3.66113029799 51.0673667736,3.6611455945 51.067298545,3.66123934089 51.0672316875,3.66137657472 51.067308022,3.66207283015 51.0676843511,3.66222588151 51.0677526876,3.66236784767 51.0677993854,3.66251004469 51.0678307988,3.66269515064 51.0678552773,3.66300890252 51.0678634479,3.66333974935 51.0678735185,3.66375632419 51.0678751116,3.66390222856 51.0678499117,3.6639044995 51.0678885811,3.66395512316 51.0679374262,3.66429595386 51.0681372254,3.6646622527 51.0683515607,3.6647297027 51.0683877245,3.66482501396 51.0684388293,3.66536346593 51.0686856513,3.6659430329 51.0689497961,3.66596141782 51.0689606918,3.66609306593 51.0690297929,3.66633817395 51.0691445196,3.66660048381 51.0692539517,3.66678903929 51.0693341801,3.66736642964 51.0695542562,3.66781887512 51.0697340355,3.66834092296 51.0699348994,3.66857909329 51.0700369926,3.66884384657 51.0701743036,3.66905470183 51.0702906153,3.66947593444 51.070554703,3.66964700421 51.070659992,3.66977839989 51.0707470688,3.66993003551 51.0708162864,3.66997408799 51.0708282316)",90300631,,1,90300631,90300631,71910,9030,9030,Vliegpleinkouter
"MULTILINESTRING ((3.72500604382 51.0503936576,3.72490516571 51.0504119814,3.72294537953 51.0503343587,3.72257397107 51.0503470009,3.72259815552 51.0502833824,3.72266657211 51.0501297288,3.72267714707 51.0500966301,3.72267575558 51.0500507169,3.72266322409 51.0500060166,3.72263849706 51.0499650745,3.72259252667 51.0499124093,3.72253551689 51.0498574784,3.72266439728 51.0498451094,3.72289077992 51.0498643963,3.72339608586 51.0499025324,3.72351686166 51.0499045332,3.72489415147 51.0500116384,3.72492394409 51.0500155451,3.72495836035 51.0500233953,3.72499269575 51.0500367621,3.72502960933 51.0500623331,3.72504582302 51.0500856498,3.72505358446 51.0501053437,3.72505652195 51.0501321605,3.7250523385 51.0501675004,3.72504512143 51.0501988959,3.72501787373 51.0502292414,3.72500549136 51.0503282959,3.72500604382 51.0503936576),(3.72500604382 51.0503936576,3.7250470582 51.0505777732))",90001450,,1,90001450,90001450,70780,9000,9000,Kouter
