WKT,Name,description,tessellate,rrcode_l,rrcode_r,crabcode,pcode_l,pcode_r,naam
"LINESTRING (3.71717616162 51.0500271416,3.71706679982 51.0500103599,3.71697558039 51.0500116536,3.71689560158 51.0500243846,3.71677929221 51.0500536811,3.7165809963 51.0501034819,3.71644048901 51.0501403432,3.7164147415 51.0501455962,3.71625452517 51.0501806651,3.71611722127 51.0502086717,3.71598989137 51.050237632,3.71580396436 51.0502752545)",90002109,,1,90002109,90002109,69591,9000,9000,Annonciadenstraat
"MULTILINESTRING ((3.69684434026 51.0694786327,3.69597701147 51.0692705346),(3.69684434026 51.0694786327,3.69702843471 51.0695268405),(3.69684434026 51.0694786327,3.69682134788 51.0695401555,3.69673875947 51.0701209773,3.69684584045 51.0702005985),(3.69702843471 51.0695268405,3.69715568017 51.0693149188,3.69731915109 51.0693345086,3.69741837541 51.069409355),(3.6970682193 51.0700839874,3.69708098346 51.0700894537,3.6973749742 51.0700968878,3.69740042258 51.0700599475,3.69714831039 51.0698747224,3.69708876377 51.0698927901,3.6970612304 51.0700740588,3.6970682193 51.0700839874),(3.69684584045 51.0702005985,3.6970682193 51.0700839874),(3.69684584045 51.0702005985,3.69696293944 51.0702813191,3.69768113712 51.0702971051,3.69784211881 51.0700746244,3.69712839295 51.069553016,3.69702843471 51.0695268405))",90000664,,1,90000664,90000664,69592,9000,9000,Antoine van Hoorebekehof
"MULTILINESTRING ((3.70564035067 51.0491725302,3.70536997754 51.0491787558,3.70523999042 51.0491933032,3.70522315689 51.0491959179,3.70511707573 51.0492123899,3.70497402801 51.0492430473,3.70483514038 51.0492818186,3.70470324614 51.0493305179,3.70455388146 51.0494042881,3.70400393823 51.0496672723,3.7037873086 51.0497577419,3.70361973327 51.0498080366,3.70329673234 51.0498565546,3.70323667726 51.0498678992),(3.70564035067 51.0491725302,3.70572158443 51.049316869),(3.70572158443 51.049316869,3.70590136067 51.0493192781,3.7062360442 51.0493517239,3.70647396121 51.04936924,3.70659369765 51.0493735111,3.70670637962 51.0493723432,3.70678630004 51.0493682987,3.70678570625 51.0493630987,3.70678541969 51.0493215997,3.70678642221 51.0493124178,3.70679149949 51.0492859598,3.70679884591 51.0492623192,3.70680310393 51.0492515368,3.7068205025 51.0492174967,3.70682270157 51.049213905,3.7068401783 51.0491888153,3.70673453642 51.0491963132,3.70663611969 51.049197559,3.70642783182 51.0492026799,3.70624244649 51.0492016386,3.70607283828 51.0491943948,3.70583488265 51.0491795724,3.70564035067 51.0491725302),(3.703249401 51.0500176871,3.70331178001 51.0500022652,3.70338477442 51.0499838,3.70361937125 51.0499338834,3.7038784885 51.0498680782,3.70405083658 51.0498068219,3.70421687488 51.0497367896,3.70476969452 51.0494720252,3.70496610756 51.0493994151,3.70512929731 51.0493562875,3.70535795808 51.0493225168,3.70555487777 51.0493146349,3.70572158443 51.049316869))",90002142,,1,90002142,90002142,69593,9000,9000,Antonius Triestlaan
"MULTILINESTRING ((3.74047581095 51.0570444298,3.74066275486 51.0570349135,3.74087352298 51.0569856177,3.74133526512 51.0568583971,3.74148141832 51.0568127864,3.74161632372 51.0567323252,3.74171736173 51.0566294466,3.7417999699 51.0565832315,3.74181056823 51.0566306594,3.74178544235 51.0566961472,3.74177065159 51.0567356221,3.74170535664 51.0569249466,3.74167836137 51.0570236864,3.74162320122 51.0572321862),(3.74046349595 51.0571698804,3.74056045471 51.057175027,3.74116665493 51.0572097388,3.74162320122 51.0572321862),(3.74044383273 51.0573220392,3.74054744172 51.0573243689,3.74116511342 51.0573247912,3.74154162431 51.0573285923),(3.74154162431 51.0573285923,3.74162320122 51.0572321862),(3.74154162431 51.0573285923,3.74130803988 51.0574803028,3.74116394741 51.0574905921,3.7406084508 51.0574593648))",90007102,,1,90007102,90007102,69597,9000,9000,Antwerpenplein
"MULTILINESTRING ((3.70515651088 51.0260279948,3.70513524506 51.0260147153,3.70501357634 51.0259419622,3.70491559799 51.0258833744,3.70472531774 51.0257745573,3.70442248129 51.0256119048,3.7043461703 51.0255775297,3.70429401951 51.0255601306,3.70423039004 51.0255446859,3.70410832786 51.0255248611),(3.70537013294 51.0261622598,3.70534366768 51.0261448672,3.70524257307 51.0260817414,3.70515651088 51.0260279948),(3.70537013294 51.0261622598,3.70540855928 51.0261278722,3.70542116713 51.0261062188,3.70543701881 51.0260871684,3.70545529054 51.0260712379,3.70547271157 51.0260573691,3.70548030143 51.0260424122,3.70548296943 51.0260279445,3.70548230737 51.0260165618,3.70547677914 51.0260015297,3.70547121318 51.0259890847,3.70545993034 51.0259750544,3.70544533182 51.0259635937,3.70542986911 51.025954714,3.7054103056 51.0259463275,3.70539316216 51.0259405406,3.705370265 51.0259357561,3.70534896414 51.0259340854,3.70532190779 51.0259334136,3.70529972659 51.0259358776,3.7052824448 51.0259399174,3.70525774382 51.0259465043,3.70523955024 51.0259572633,3.70522217323 51.0259680285,3.70520308313 51.0259839544,3.70518483655 51.0259983345,3.70515651088 51.0260279948),(3.70771599348 51.0265911073,3.70756907132 51.0266234368,3.70720316055 51.0267558735,3.70711067001 51.0267804448,3.70664778162 51.0268955971,3.70660437053 51.0268991566,3.70655945836 51.0268968904,3.70651783223 51.0268880267,3.7064799925 51.0268714349,3.70616943592 51.0266804253,3.70581218581 51.026448956,3.70556355011 51.0262893794,3.70544737458 51.0262130169,3.70537013294 51.0261622598))",90009139,,1,90009139,90009139,69613,9000,9000,Arthur Verhaegenstraat
"LINESTRING (3.72018918294 51.021353969,3.71972472699 51.0213817748,3.71933697459 51.0214049867,3.71900350289 51.0214224552,3.71847227876 51.0214568661)",90009616,,1,90009616,90009616,69622,9000,9000,August Kekuléstraat
"LINESTRING (3.73529037671 51.0714217601,3.73600171844 51.0712574801,3.73627793512 51.0711951367,3.73691621867 51.0710520317,3.73701780017 51.0710310032,3.73707642063 51.0710223252,3.73713208384 51.0710208265,3.73718909093 51.0710256273,3.73777884479 51.0710953011)",90008106,,1,90008106,90008106,69631,9000,9000,Australiëstraat
"LINESTRING (3.7329176305 51.0722602766,3.73303531339 51.07242002,3.73315625627 51.072550116,3.73318436186 51.0725817288,3.73344902711 51.0727404652,3.73367027318 51.0728396369,3.73377097252 51.0728842276,3.73382205522 51.0729051779,3.73393563731 51.0729471395,3.73400665811 51.0729708927,3.73408479717 51.0729955835,3.73415870786 51.0730166563,3.73423405944 51.0730368389,3.73430656606 51.0730561071,3.73438766147 51.0730736199,3.73446591552 51.0730902228,3.73452853438 51.0731022436,3.73459685575 51.0731142972,3.73467090477 51.073125482,3.73475353541 51.0731349172,3.73482762935 51.0731425066,3.73489747606 51.0731473771,3.73495449932 51.0731512796,3.73502294735 51.0731543422,3.73509710148 51.0731574382,3.73517981565 51.0731605804,3.73526255948 51.0731619221,3.73533530954 51.0731632095,3.73540521913 51.0731635849,3.73547939033 51.0731657811,3.73556355349 51.0731671335,3.73565058766 51.0731676003,3.73574331446 51.073168995,3.73585744003 51.0731705083,3.73597015344 51.0731711128,3.73608289111 51.0731699195,3.73617426325 51.0731659166,3.73627560489 51.0731637616,3.73631844106 51.0731612933,3.73637982653 51.0731589272,3.73647409215 51.0731522386,3.73656264717 51.0731455218,3.73667264049 51.0731362227,3.73679982666 51.0731216241,3.73693846725 51.0731043868,3.73705136123 51.0730915097,3.73714859757 51.0730758483,3.73725153282 51.0730611165,3.73759038633 51.0730098954)",90008107,,1,90008107,90008107,69637,9000,9000,Aziëstraat
"LINESTRING (3.72177040829 51.0473977987,3.72189556876 51.0474142448,3.72204389678 51.0474222101,3.72240699133 51.0474418363,3.72290856207 51.0474631036,3.72370829624 51.0474979278,3.72450258751 51.0475357902,3.72523544929 51.0475711277,3.72668695701 51.0476357992,3.72668695611 51.0476358359,3.72723730627 51.0476598123)",90005130,,1,90005130,90005130,69646,9000,9000,Bagattenstraat
"LINESTRING (3.73338713767 51.0640241602,3.7333467602 51.0638729469,3.73329373894 51.0636802929)",90008130,,1,90008130,90008130,69650,9000,9000,Bandelierstraat
"LINESTRING (3.74507015914 51.0532814675,3.74517076146 51.0533057797,3.74519977345 51.0533496677,3.74520123591 51.0533927684,3.7451718637 51.0539129439,3.74513986391 51.053940431,3.74511908678 51.0542747763,3.74512126968 51.0543407124,3.74513903387 51.054386151,3.74513854249 51.0545347215)",90007131,,1,90007131,90403604,69651,9000,9000,Banierstraat
"LINESTRING (3.72515139123 51.0211237812,3.72512743317 51.0212630314,3.72510644583 51.0213849935,3.72506088597 51.02162258,3.72505208248 51.021668483,3.72502694582 51.0217512275)",90009138,,1,90009138,90009138,69655,9000,9000,Basaltstraat
"LINESTRING (3.73658545539 51.0649176589,3.73772365499 51.0651209261)",90008734,,1,90008734,90008734,198319,9000,9000,Bataviapad
"LINESTRING (3.70392599411 51.0595820244,3.70394928473 51.0596495756,3.70447007583 51.0598412838,3.70457675795 51.0598625607,3.70521518793 51.0601079656)",90006131,,1,90006131,90006131,69661,9000,9000,Batterijstraat
"LINESTRING (3.73357460529 51.0612349606,3.73354613678 51.0613158983,3.73353065432 51.0613410702,3.73351168819 51.0613606086,3.73348195575 51.0613728673,3.73119607483 51.0617335885,3.73114462472 51.0617405012,3.73105742885 51.0617535146,3.73097306626 51.0617683398,3.73088727536 51.0617831588,3.73080145391 51.0617997714,3.73025793903 51.0619056008,3.73010046975 51.0619461022)",90008139,,1,90008139,90008139,69756,9000,9000,Bomastraat
"LINESTRING (3.7296702998 51.0579037472,3.72976677077 51.0579486353,3.72986914727 51.0579924533,3.72999754977 51.058038816,3.73011967483 51.0580795353,3.73020628769 51.0581140545,3.73028769392 51.0581573579,3.73036961668 51.0582094785,3.73043949304 51.0582595291,3.7305129339 51.0583276259,3.73056429867 51.0583835834,3.73061306731 51.0584431363,3.73065147927 51.0585162494,3.73068097456 51.058590918,3.73069592612 51.0586599019,3.73070383399 51.0587328498,3.73070407114 51.0587620945,3.73069605907 51.058836962,3.73066248903 51.058908056,3.73058281475 51.0589507422)",90001163,,1,90001163,90001163,162272,9000,9000,Baudelohof
"LINESTRING (3.7151464335 51.0413181609,3.71525185799 51.0411293227,3.71535455519 51.0409551315)",90009132,,1,90009132,90009132,69672,9000,9000,Beemdstraat
"LINESTRING (3.7142768176 51.0562788261,3.71265183891 51.0562032758,3.71247649854 51.0561960094,3.71237529075 51.0561918479,3.71228261067 51.056189534,3.71215431148 51.0561843269,3.71211012335 51.0561822829,3.71201889584 51.0561781796,3.71188486361 51.0561747353,3.71179362352 51.0561715321,3.71173661553 51.0561685158,3.7116182607 51.0561660584,3.71150990591 51.056162757,3.711432914 51.0561605328,3.71138301888 51.0561584572,3.71133311297 51.0561572788,3.71128748933 51.0561561241,3.71124899473 51.0561550123,3.71121193473 51.0561530078,3.71117486844 51.0561519011,3.71114064892 51.0561508125,3.71111215077 51.0561488554,3.7110993381 51.0561469865,3.71107519318 51.0561396613,3.71098437081 51.0561067923)",90002132,,1,90002132,90002132,69673,9000,9000,Begijnengracht
"MULTILINESTRING ((3.71174063729 51.0568685396,3.71152536142 51.0568909776,3.71142684049 51.0568985161),(3.71174063729 51.0568685396,3.71194813824 51.0568501833,3.71231515303 51.0568189646,3.71264359327 51.0567920281,3.71269212476 51.0567896008,3.71276347524 51.0567873016,3.71284477278 51.0567877538,3.71301879801 51.0567869244,3.71332691745 51.0567850391,3.71337828043 51.0567844264,3.71341682354 51.0567819454,3.71346107455 51.0567794938,3.71350249857 51.0567752274,3.7135453509 51.0567709729,3.71365264658 51.0567481954,3.71371131016 51.0567350366,3.71347874531 51.057249731,3.71285034413 51.0573064661,3.71243472239 51.0573455057,3.71233475427 51.0573539374,3.7122447889 51.0573615254,3.71216909865 51.0573682947,3.71189917826 51.0573919634,3.7118775064 51.0573100414,3.71185220805 51.0572829341,3.71184736344 51.0572651002,3.71175715102 51.0569330361,3.71174063729 51.0568685396))",90002133,,1,90002133,90002133,69674,9000,9000,Begijnhofdries
"LINESTRING (3.72572997096 51.0546464491,3.72583584999 51.054726133,3.72587581154 51.054754514,3.72636769935 51.0550863436,3.72662538468 51.0552568058,3.72725965726 51.0556811417,3.7273297492 51.0557266824,3.7274202383 51.0557847051,3.72759965881 51.0559106305,3.72768863963 51.0559749381,3.72784676289 51.0560892013,3.7281787344 51.0563290837,3.72828606871 51.0564069714)",90001146,,1,90001146,90001146,69677,9000,9000,Belfortstraat
"MULTILINESTRING ((3.69511251955 51.0468472028,3.69506371767 51.0466707328,3.69504325764 51.046605891,3.69491468268 51.0464235748,3.69446752378 51.0459841357),(3.69511251955 51.0468472028,3.69528097343 51.0468346799,3.69571170662 51.0469297312,3.69608099865 51.0469336365),(3.69559329519 51.0478261899,3.69547311408 51.0476547058,3.69534238406 51.0474238332,3.69524977763 51.0472192441,3.69517181824 51.0469877746,3.69511251955 51.0468472028))",90002134,,1,90002134,90002134,69685,9000,9000,Belvédèreweg
"LINESTRING (3.70251654641 51.0492606526,3.70323667726 51.0498678992)",90002135,,1,90002135,90002135,69687,9000,9000,Beneluxplein
"LINESTRING (3.70207647792 51.0496186361,3.70223540068 51.0496752671,3.70273027628 51.0499266493,3.70293666152 51.0499927186)",90002135,,1,90002135,90002135,69687,9000,9000,Beneluxplein
"LINESTRING (3.74764093266 51.0721961227,3.74770972565 51.0722110546,3.74859212548 51.0724159391,3.74916771112 51.0725482302,3.74919974773 51.0725598047,3.74922368065 51.0725751366,3.74924067498 51.0725897992,3.74954589107 51.0728531101,3.74989792197 51.073171067,3.75044689681 51.0736398735,3.75049600681 51.073680969,3.75052882945 51.0737019941,3.75056999655 51.07371785,3.75061676014 51.0737276525,3.75071029812 51.0737463892,3.7510172282 51.0737992361,3.75109289869 51.0738124014,3.7512344067 51.073837821,3.75135338137 51.0738561954)",90008141,,1,90008141,90008141,69699,9000,9000,Bernmaaieweg
"LINESTRING (3.69646667953 51.0398453423,3.69625431151 51.0399290191,3.69587772607 51.0400924099,3.69513189531 51.0403278971,3.69333356603 51.0407152825,3.6932423996 51.0407585237,3.69320253596 51.0408020581,3.69318651451 51.04086666,3.69323084996 51.0409316075,3.6933264891 51.0409968492,3.69344031912 51.0410564866,3.69355766066 51.0410818936,3.69384996077 51.0411071369,3.69398875228 51.041116709,3.69411218439 51.0411383453,3.69422041881 51.0411675062,3.69439981956 51.041274953)",90009870,,1,90009870,90009870,148754,9000,9000,Bevergracht
"LINESTRING (3.72802473801 51.0571597509,3.72801032813 51.0571704619,3.72800743825 51.0571731411,3.72787344555 51.0572712976,3.72778120114 51.0573409108,3.72799692886 51.0574202914,3.72815017516 51.0574786541,3.72817727734 51.0573745243,3.72823869066 51.0571600151,3.72828342407 51.0570694657,3.7283504842 51.0569731161)",90001138,,1,90001138,90001138,69704,9000,9000,Beverhoutplein
"LINESTRING (3.70334118367 51.0595796238,3.70317024865 51.0596631594,3.70314726255 51.0596747167,3.70310270162 51.0596987354,3.70300062606 51.0597547923,3.70281649388 51.0598634211,3.70276324624 51.059896383,3.70273880668 51.0599097272,3.70271144939 51.0599275527,3.70267687503 51.0599516249,3.7026106108 51.0599970981,3.70258033668 51.0600194002,3.70237965394 51.0601881629,3.70223098995 51.0603104776,3.70215594918 51.0603711798,3.70207660279 51.0604336581,3.70194111528 51.0605317744,3.70178846726 51.0606333881,3.70167030107 51.0607172193,3.70154781309 51.0608037215,3.70099171281 51.061188011,3.70071375699 51.0613734172,3.70044597549 51.0615602702,3.70027003685 51.0616783346,3.70010307418 51.0617825626,3.69999652141 51.0618520758,3.69991456002 51.0618974557,3.6998283478 51.0619410148,3.69969331395 51.0620067689,3.69951083737 51.0620983215,3.69940013169 51.0621588221,3.69903528992 51.0623338391,3.6989878966 51.0623560459,3.69884279892 51.062427134,3.69863591332 51.0625293363,3.69829687565 51.0626955081,3.69819333314 51.062753351,3.69803129503 51.0628117578,3.69773460934 51.0629089545,3.69753694853 51.0629644604,3.69674853853 51.0632296496,3.69629849335 51.0633763056,3.69601177896 51.0634735547,3.69572942589 51.0635654324,3.69547711877 51.0636511874)",90006134,,1,90006134,90006134,69705,9000,9000,Bevrijdingslaan
"MULTILINESTRING ((3.71933492823 51.083671667,3.71991856187 51.0832486999),(3.71933492823 51.083671667,3.71916561826 51.0837906061,3.71917508829 51.0838049536,3.71918823514 51.0838181008,3.71920468868 51.0838296775,3.71922398539 51.0838393582,3.71924557999 51.0838468697,3.71926886522 51.0838520003,3.71929318531 51.0838546052,3.71931785395 51.0838546114,3.71934217763 51.083852019,3.71936546915 51.0838469002,3.71938707363 51.0838394,3.71940638202 51.0838297289,3.71942284994 51.08381816,3.71943601385 51.0838050196,3.71944550365 51.0837906766,3.71945104985 51.0837755368,3.71945249704 51.0837600257,3.71944980479 51.0837445801,3.71944304946 51.0837296361,3.71943241969 51.0837156148,3.71941821733 51.0837029105,3.71940084032 51.0836918811,3.71938078094 51.0836828381,3.71935860153 51.0836760365,3.71933492823 51.083671667))",90003125,,1,90003125,90003125,185309,9000,9000,Bezaanstraat
"LINESTRING (3.69559329519 51.0478261899,3.69577444227 51.0478650635,3.69773917817 51.0474501714,3.69797371661 51.047400823)",,,1,,,216896,9000,9000,Biesrek
"LINESTRING (3.70999786611 51.0626305199,3.71111071077 51.0627702049,3.71116209081 51.0627893921,3.71116071549 51.0628243318,3.71105407917 51.0631854035,3.71108015727 51.06323222,3.71099211339 51.0632353465,3.70984003302 51.0630940467)",90000132,,1,90000132,90000132,69717,9000,9000,Bij Sint-Jozef
"MULTILINESTRING ((3.74466257013 51.0495949928,3.74435294601 51.0497411973,3.74431182832 51.0497538838,3.74418412472 51.049811282,3.74418223826 51.0498122426,3.74402127004 51.0498943044,3.74382111551 51.0500106806,3.74369289268 51.0501067928,3.74352381627 51.0502481572),(3.74352381627 51.0502481572,3.74338015679 51.0501873689),(3.74352381627 51.0502481572,3.74365522902 51.0503208219),(3.74365522902 51.0503208219,3.7435019378 51.050454226,3.7433338154 51.0506249746,3.74328798336 51.050684097,3.74323561158 51.0507728648,3.74318929085 51.0508681182,3.74308296805 51.0510108039,3.74293207803 51.0511317198),(3.74365522902 51.0503208219,3.74369650122 51.050281987,3.7438562603 51.0503603971,3.74385253229 51.0503632828,3.74400295339 51.0504370666,3.74411277693 51.0504207791,3.74378012898 51.0505758684,3.74373720927 51.0506095258),(3.74373720927 51.0506095258,3.74335636402 51.0509081644,3.74327911339 51.0509835353,3.74322547229 51.0510479412,3.74315035337 51.0513179834),(3.74450242477 51.0516154367,3.74373720927 51.0506095258))",90007162,,1,90007162,90007162,185787,9000,9000,Bijgaardepark
"LINESTRING (3.71393790031 51.046035442,3.71461744258 51.0465947528,3.71492507694 51.0464184694,3.71520974407 51.0462528486,3.71536872611 51.0462033899,3.71603610071 51.0459994302)",90002139,,1,90002139,90002139,69719,9000,9000,Bijlokehof
"LINESTRING (3.71499111749 51.0468979654,3.71461744258 51.0465947545)",90002140,,1,90002140,90002140,69722,9000,9000,Bijlokestraat
"MULTILINESTRING ((3.6936656669 51.0615517259,3.69354822565 51.0615843128,3.69351021793 51.0616479203,3.69334816275 51.062027474,3.69312045061 51.0625607962,3.69307465 51.0626702043,3.69294900804 51.0629742211),(3.69294900804 51.0629742211,3.69305875252 51.0629811432,3.69319382051 51.0630124785,3.69355869552 51.0631341241),(3.69294900804 51.0629742211,3.6928982622 51.0630854321,3.69284240316 51.0632314336,3.69279576713 51.063334131,3.69273789496 51.0634706382,3.69270648716 51.0635612316,3.69270090683 51.0635975521,3.69269659761 51.0636505907,3.69269247165 51.0639364367,3.69269622301 51.063974393,3.6927107865 51.0640083472,3.69282111399 51.06425962,3.69287342289 51.0643563399))",90006139,,1,90006139,90006139,69763,9000,9000,Boomstraat
"LINESTRING (3.69165644553 51.0586552354,3.69247327374 51.0589712607,3.69250707195 51.0589846865,3.69260961823 51.0589846713,3.69290763523 51.05899069)",90006534,,1,90006534,90006534,71149,9000,9000,Nimfenstraat
